,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you know local or online resources to seek help for a mental health disorder?,Do you have previous employers?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s),Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you bring up a mental health issue with a potential employer in an interview?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,Do you work remotely?,Back-end Developer,Front-end Developer,DevOps/SysAdmin,Dev Evangelist/Advocate,Working in America,Living in America,Believed Mental Conditions,Male,Female,Other,Mental Condition
860,0,4,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0,34.0,1,0,1,0,0,0,0,0,1,0,0,0
861,0,4,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,0,1,31.0,1,0,1,0,0,1,1,1,0,1,0,1
862,0,6,0,1,0,0,1,1,3,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,36.0,0,1,1,1,0,1,1,1,1,0,0,1
863,0,6,0,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,48.0,1,1,0,1,0,1,1,0,1,0,0,0
864,0,2,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,31.0,0,1,0,0,0,1,1,1,1,0,0,1
866,0,4,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,2,1,1,0,0,0,0,0,32.0,2,1,0,1,0,1,1,0,1,0,0,0
869,0,6,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,28.0,0,1,1,0,0,0,0,0,1,0,0,1
870,0,3,1,1,1,1,0,0,3,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,3,0,0,1,1,1,1,1,33.0,1,1,0,0,0,1,1,0,0,1,0,1
874,0,4,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,37.0,2,1,0,1,0,1,1,1,1,0,0,1
875,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,4,1,0,0,0,0,1,1,27.0,2,1,1,0,0,0,0,0,0,1,0,1
876,0,6,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,39.0,2,1,1,0,0,1,1,1,1,0,0,1
878,0,6,0,1,1,1,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,3,0,0,1,0,0,0,0,34.0,0,0,1,0,0,1,1,0,0,1,0,0
881,0,6,0,1,1,1,0,1,4,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,39.0,1,1,0,0,0,1,1,1,1,0,0,1
882,0,3,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,46.0,1,1,1,0,0,1,1,0,1,0,0,1
883,0,6,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,28.0,1,0,1,0,0,1,1,1,1,0,0,1
884,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,32.0,1,1,0,0,0,0,0,0,1,0,0,0
889,0,3,0,1,1,0,1,0,3,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,3,1,1,0,0,0,1,1,51.0,1,0,0,0,0,1,1,0,1,0,0,1
890,0,5,0,1,1,0,0,1,2,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,3,0,0,1,1,1,0,1,29.0,1,1,0,0,0,1,1,1,1,0,0,1
893,0,1,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,1,1,1,0,0,32.0,1,0,0,0,1,0,0,1,1,0,0,1
895,0,6,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,1,1,1,0,1,52.0,0,0,1,0,0,0,0,0,1,0,0,1
898,0,6,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,2,0,0,1,1,1,1,1,35.0,0,0,0,0,1,1,1,1,1,0,0,1
904,0,2,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0,1,1,1,0,1,1,1,1,0,0,1
906,0,5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0
908,0,4,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,3,1,0,1,1,1,1,0,28.0,0,0,0,0,0,0,0,0,0,1,0,1
910,0,6,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,0,0,42.0,1,0,1,0,0,1,1,0,1,0,0,1
911,0,1,1,1,0,1,0,0,3,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,3,0,0,1,1,1,1,1,31.0,1,1,1,1,0,1,1,1,1,0,0,1
915,0,3,1,1,1,0,1,0,4,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,4,0,0,1,1,1,1,1,35.0,1,1,1,1,0,0,0,0,1,0,0,1
916,0,3,1,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,24.0,0,1,0,0,0,1,1,0,1,0,0,1
917,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,23.0,1,1,0,0,0,0,0,0,1,0,0,0
923,0,3,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,33.0,1,1,0,0,0,0,0,0,1,0,0,0
924,0,3,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,35.0,1,1,0,0,0,0,0,0,1,0,0,0
928,0,5,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,28.0,1,0,1,0,0,1,1,1,1,0,0,1
929,0,2,1,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,0,1,0,39.0,1,1,0,1,0,0,0,0,1,0,0,1
930,0,1,1,1,0,1,0,0,3,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,4,1,0,1,1,1,1,1,21.0,2,1,1,1,0,1,1,0,0,0,1,1
931,0,2,1,1,1,1,1,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,3,0,0,1,1,1,0,0,31.0,1,1,1,0,0,0,0,0,1,0,0,1
932,0,6,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,30.0,1,1,1,0,1,1,1,1,1,0,0,1
934,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,26.0,2,1,0,0,0,0,0,0,1,0,0,0
935,0,3,1,1,1,0,0,0,3,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,30.0,0,1,1,1,0,1,1,0,1,0,0,0
936,0,5,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,0,0,1,0,0,0
937,0,4,1,1,1,0,1,0,4,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,31.0,2,1,1,0,0,0,0,0,1,0,0,0
938,0,4,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,3,0,0,1,1,1,1,1,32.0,0,1,1,0,0,1,1,0,1,0,0,1
939,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,2,0,0,1,1,1,1,1,45.0,2,1,0,0,0,0,0,0,0,1,0,1
941,0,3,1,1,1,0,0,0,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,27.0,2,1,1,0,0,1,1,1,1,0,0,1
942,0,3,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,28.0,2,0,1,0,0,0,0,0,0,1,0,1
943,0,5,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,38.0,2,1,0,1,0,1,1,0,1,0,0,1
944,0,5,0,1,1,1,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,4,1,0,1,1,1,1,1,38.0,1,0,1,0,0,1,1,0,1,0,0,1
947,0,2,1,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,23.0,1,1,0,0,0,0,0,0,1,0,0,0
948,0,4,0,1,1,0,0,0,2,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,40.0,1,0,0,0,0,1,1,1,0,1,0,1
950,0,3,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,28.0,0,0,1,0,0,1,1,1,1,0,0,1
951,0,2,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,33.0,1,1,1,0,0,1,1,0,1,0,0,0
953,0,6,0,1,1,0,1,1,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,32.0,0,0,0,0,0,1,1,0,1,0,0,1
954,0,6,1,1,1,1,1,1,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,1,1,1,1,1,27.0,0,1,0,1,0,1,1,1,1,0,0,1
955,0,4,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,4,0,0,0,0,0,1,1,33.0,0,1,1,0,0,0,0,0,1,0,0,1
956,0,4,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,3,0,0,1,1,1,0,0,34.0,0,1,1,1,0,0,0,0,1,0,0,1
958,0,6,0,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,35.0,0,1,0,0,0,1,1,0,1,0,0,0
959,0,3,1,1,1,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,39.0,1,1,0,0,0,1,1,0,1,0,0,0
960,0,6,0,1,1,0,0,1,4,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,35.0,0,0,0,0,0,1,1,0,1,0,0,0
961,0,4,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,34.0,1,1,0,0,0,1,1,0,1,0,0,0
963,0,5,0,1,1,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,42.0,2,0,0,0,0,1,1,0,1,0,0,0
964,0,2,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,30.0,2,0,1,0,0,1,1,0,1,0,0,0
965,0,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,1,1,1,0,0,55.0,0,1,1,1,0,1,1,1,1,0,0,1
966,0,3,1,1,0,1,0,0,3,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,3,1,1,1,1,1,1,1,46.0,1,1,0,0,0,1,1,1,1,0,0,1
967,0,4,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4,0,0,1,1,1,1,1,33.0,1,1,0,1,0,1,1,0,1,0,0,1
968,0,3,0,1,1,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,30.0,1,1,0,0,0,1,1,0,1,0,0,1
970,0,6,1,1,1,1,0,1,2,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,3,0,0,1,1,1,0,1,31.0,0,1,1,0,0,1,1,1,0,1,0,1
971,0,6,1,1,1,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,3,0,0,0,0,0,1,1,38.0,1,0,0,1,0,0,0,0,1,0,0,1
972,0,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,1,1,1,1,1,0,0,30.0,1,1,0,0,0,0,0,0,0,1,0,1
973,0,5,1,1,1,1,1,1,3,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,4,1,0,1,1,1,1,1,32.0,1,1,0,0,0,1,1,0,1,0,0,1
974,0,6,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,3,1,0,1,1,1,1,1,32.0,0,0,0,0,0,0,0,0,1,0,0,1
975,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,3,0,0,1,1,1,1,1,47.0,1,1,0,0,0,1,1,0,1,0,0,1
976,0,2,1,1,0,0,1,0,4,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,39.0,2,0,0,1,0,0,0,1,1,0,0,1
977,0,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,35.0,1,1,0,0,0,1,1,0,1,0,0,1
979,0,4,0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,38.0,2,0,1,0,0,1,1,0,0,1,0,0
980,0,4,1,1,1,0,1,0,2,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,4,1,1,1,1,1,0,1,30.0,1,1,1,0,0,1,1,1,1,0,0,1
981,0,3,1,1,1,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,3,0,0,1,1,1,0,1,33.0,1,1,0,0,0,1,1,0,1,0,0,1
982,0,2,1,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,22.0,0,0,1,0,0,1,1,0,1,0,0,1
984,0,3,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,1,26.0,0,0,0,1,0,1,1,0,1,0,0,0
985,0,4,1,1,1,1,0,1,2,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,1,34.0,2,1,1,1,0,1,1,1,1,0,0,1
987,0,4,1,1,0,0,0,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,37.0,2,1,1,0,0,0,0,0,1,0,0,1
988,0,1,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,43.0,1,1,1,0,0,0,0,0,1,0,0,0
990,0,5,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,4,1,0,1,1,1,1,1,30.0,1,1,1,0,0,1,1,0,0,1,0,1
991,0,6,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,2,1,1,1,1,1,0,0,32.0,1,0,1,0,0,1,1,1,1,0,0,1
992,0,6,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,35.0,2,0,0,0,0,1,1,0,1,0,0,0
993,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,29.0,1,1,0,0,0,1,1,0,1,0,0,0
994,0,5,0,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,2,0,0,1,1,1,0,0,29.0,0,1,1,1,0,1,1,1,1,0,0,1
995,0,6,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,3,0,0,1,0,0,0,0,30.0,2,1,0,0,0,1,1,0,1,0,0,0
998,0,3,0,1,1,0,0,0,3,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,4,0,0,1,1,1,0,1,30.0,0,1,0,0,0,0,0,1,1,0,0,1
999,0,3,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,26.0,0,1,0,0,0,0,0,0,1,0,0,1
1001,0,1,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,24.0,2,1,1,0,0,1,1,0,1,0,0,0
1003,0,6,1,1,1,0,0,1,3,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,1,1,38.0,1,1,1,0,1,0,0,1,1,0,0,1
1004,0,4,1,1,1,1,0,0,4,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,3,0,0,0,0,0,1,1,36.0,1,0,1,0,0,1,1,0,0,0,1,1
1006,0,3,1,1,1,1,0,0,2,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,35.0,1,0,1,0,0,1,1,1,1,0,0,1
1007,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,25.0,1,1,1,0,0,1,1,0,1,0,0,0
1009,0,4,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,2,0,0,1,1,1,0,0,32.0,0,0,1,0,0,1,1,0,0,1,0,1
1011,0,4,1,1,1,0,0,1,3,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,3,0,0,0,0,0,0,1,28.0,1,1,0,0,0,0,0,1,1,0,0,1
1012,0,5,1,1,1,1,1,1,3,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,34.0,1,1,0,0,0,0,0,0,0,1,0,0
1013,0,6,1,1,1,1,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,3,1,0,1,1,1,1,1,40.0,0,1,1,0,0,1,1,0,0,1,0,1
1014,0,6,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,0,1,1,0,1,1,45.0,0,0,0,0,1,1,1,0,1,0,0,1
1015,0,4,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,3,0,0,1,1,1,0,0,31.0,1,1,0,0,0,0,0,0,1,0,0,1
1016,0,6,0,1,1,1,1,1,3,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,4,0,0,1,1,1,1,1,30.0,1,1,1,0,0,1,1,0,1,0,0,1
1017,0,6,0,1,1,1,1,1,2,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,4,1,0,0,0,0,0,0,47.0,1,0,0,0,0,0,0,0,0,1,0,0
1018,0,4,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,48.0,1,1,1,0,1,0,0,0,1,0,0,0
1021,0,6,0,1,1,1,1,1,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,52.0,2,0,0,0,0,1,1,0,1,0,0,0
1024,0,6,1,1,1,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,27.0,1,1,0,0,0,1,1,0,1,0,0,0
1025,0,6,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,3,1,1,1,1,1,0,0,30.0,1,0,1,0,0,0,0,1,1,0,0,1
1029,0,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3,1,1,1,1,1,0,0,35.0,2,0,0,1,0,0,0,0,1,0,0,1
1030,0,6,0,1,1,0,0,1,3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0,1,0,0
1031,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,3,1,0,1,1,1,1,1,36.0,1,1,0,0,0,0,0,0,0,1,0,1
1032,0,4,0,1,1,1,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,32.0,1,0,1,0,0,1,1,0,0,1,0,0
1035,0,6,0,1,1,0,0,1,3,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,3,1,1,0,0,0,0,1,35.0,2,0,0,0,0,1,1,0,1,0,0,0
1036,0,4,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,4,0,0,1,1,1,1,1,35.0,1,0,0,1,0,0,0,0,0,1,0,1
1037,0,6,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,45.0,2,0,0,1,0,1,1,0,1,0,0,1
1040,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,4,0,0,1,1,1,1,1,26.0,1,1,1,0,0,1,1,0,1,0,0,1
1042,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,25.0,1,1,1,0,0,0,0,0,1,0,0,1
1043,0,4,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,3,1,1,0,0,0,0,0,41.0,1,0,0,1,0,0,0,1,1,0,0,1
1044,0,6,0,1,1,1,0,1,3,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,34.0,1,0,1,0,0,1,1,0,1,0,0,0
1045,0,4,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,3,0,0,1,1,1,0,0,43.0,0,1,0,0,0,0,0,0,1,0,0,1
1048,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,1,1,1,1,27.0,0,1,0,0,0,0,0,0,0,1,0,1
1050,0,6,0,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,38.0,0,0,0,1,0,0,0,0,1,0,0,1
1051,0,6,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,1,1,0,1,1,42.0,1,1,0,0,0,0,0,0,1,0,0,1
1052,0,3,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,30.0,1,0,1,0,0,0,0,0,1,0,0,0
1053,0,5,1,1,1,0,1,1,3,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,3,0,0,1,1,1,1,1,43.0,1,0,0,1,0,0,0,0,1,0,0,1
1055,0,1,1,1,1,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,2,1,0,1,1,1,0,0,37.0,2,1,1,1,0,0,0,0,0,1,0,1
1056,0,4,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,3,0,0,0,0,0,1,1,25.0,1,0,0,1,0,1,1,0,1,0,0,1
1057,0,6,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,1,1,1,1,1,27.0,1,1,1,1,0,0,0,0,1,0,0,1
1059,0,6,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,27.0,0,0,0,1,0,1,1,0,1,0,0,1
1061,0,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,24.0,0,0,1,0,0,0,0,1,1,0,0,1
1062,0,4,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,3,1,0,1,1,1,1,1,31.0,0,1,0,0,0,0,0,0,0,0,1,1
1063,0,3,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,31.0,1,1,1,0,0,0,0,1,1,0,0,1
1065,0,6,1,1,0,0,1,0,4,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,3,0,0,0,0,0,1,1,33.0,1,1,0,0,0,0,0,0,1,0,0,1
1067,0,6,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,3,1,0,1,1,1,0,1,43.0,1,0,0,0,1,1,1,1,1,0,0,1
1068,0,6,1,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,1,0,1,1,1,1,1,49.0,1,1,0,0,0,0,0,0,1,0,0,1
1069,0,3,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,1,35.0,1,0,0,1,0,0,0,0,1,0,0,0
1070,0,6,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,4,0,0,0,0,0,1,1,53.0,1,1,1,0,0,0,0,0,1,0,0,1
1071,0,4,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,3,0,0,1,1,1,1,1,45.0,0,1,1,0,0,1,1,0,1,0,0,1
1073,0,6,0,1,1,0,1,1,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,52.0,1,1,0,0,0,1,1,0,1,0,0,1
1075,0,6,1,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,1,0,41.0,2,1,0,0,0,0,0,0,1,0,0,1
1077,0,4,1,1,1,0,1,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,1,0,0,0,1,31.0,1,1,1,1,0,0,0,1,1,0,0,1
